"Person","Country","Industry","age","Net Worth, $B","Rank","Time",
"Tom Gores","United States","private equity","49","2.9","580","2014",
"Vito Rodriguez Rodriguez","Peru","processed milk","75","1.1","1465","2014",
"Vito Rodriguez Rodriguez","Peru","processed milk","76","1.2","1533","2015",
"Jorge Rodriguez Rodriguez","Peru","processed milk","68","1","1565","2014",
"Jorge Rodriguez Rodriguez","Peru","processed milk","69","1.1","1712","2015",
"Lang Walker","Australia","property","69","1.1","1638","2015",
"Lang Walker","Australia","property","68","1.2","1372","2014",
"Harry Triguboff","Australia","property","81","5","281","2014",
"Harry Triguboff","Australia","property","82","5.4","277","2015",
"Robert Ell","Australia","property","69","1.1","1465","2014",
"Robert Ell","Australia","property","70","1.2","1605","2015",
"Stanley Perron","Australia","property, retail","91","1.8","988","2014",
"Stanley Perron","Australia","property, retail","92","1.5","1250","2015",
"Hans Georg Naeder","Germany","prosthetics","53","2","949","2015",
"Friede Springer","Germany","publishing","72","4","418","2015",
"Friede Springer","Germany","publishing","71","4.2","354","2014",
"Jonathan Harmsworth","United Kingdom","publishing","47","1.5","1250","2015",
"Jonathan Harmsworth","United Kingdom","publishing","46","1.9","931","2014",
"Hubert Burda","Germany","publishing","74","2.5","687","2014",
"Hubert Burda","Germany","publishing","75","2.7","690","2015",
"Monika Schoeller","Germany","publishing","75","1","1565","2014",
"Monika Schoeller","Germany","publishing","76","1","1741","2015",
"Stefan von Holtzbrinck","Germany","publishing","51","1","1741","2015",
"Stefan von Holtzbrinck","Germany","publishing","50","1","1565","2014",
"Richard Desmond","United Kingdom","publishing","63","1.7","1118","2015",
"Richard Desmond","United Kingdom","publishing","62","2.4","731","2014",
"Carol Jenkins Barnett","United States","Publix supermarkets","58","1.4","1324","2015",
"Carol Jenkins Barnett","United States","Publix supermarkets","57","1.2","1372","2014",
"Daniel Gilbert","United States","Quicken Loans","52","3.7","408","2014",
"Daniel Gilbert","United States","Quicken Loans","53","4.7","341","2015",
"Ralph Lauren","United States","Ralph Lauren","75","7","193","2015",
"Ralph Lauren","United States","Ralph Lauren","74","7","191","2014",
"Raj Kumar & Kishin RK","Singapore","real estate","59","2.1","828","2014",
"Raj Kumar & Kishin RK","Singapore","real estate","60","2.3","810","2015",
"Radovan Vitek","Czech Republic","real estate","43","1.8","1054","2015",
"Radovan Vitek","Czech Republic","real estate","42","1.4","1210","2014",
"Pham Nhat Vuong","Vietnam","real estate","46","1.7","1118","2015",
"Pham Nhat Vuong","Vietnam","real estate","45","1.6","1092","2014",
"Peter Woo","Hong Kong","real estate","69","8.6","153","2015",
"Peter Woo & family","Hong Kong","real estate","68","7.2","186","2014",
"Perenna Kei & family","Hong Kong","real estate","24","1.3","1284","2014",
"Richard LeFrak","United States","real estate","69","6.4","220","2015",
"Richard LeFrak & family","United States","real estate","68","6.1","227","2014",
"Richard Peery","United States","real estate","75","2.2","796","2014",
"Richard Peery","United States","real estate","76","2.3","810","2015",
"Robert & Philip Ng","Singapore","real estate","0","11","106","2014",
"Robert & Philip Ng","Singapore","real estate","","9.6","131","2015",
"Stephen Ross","United States","real estate","74","6.5","216","2015",
"Stephen Ross","United States","real estate","73","5.4","263","2014",
"Steven Roth","United States","real estate","73","1","1741","2015",
"Subhash Runwal","India","real estate","71","1","1741","2015",
"Sudhir Ruparelia","Uganda","real estate","59","1.1","1638","2015",
"Sudhir Ruparelia","Uganda","real estate","58","1.1","1465","2014",
"Sun Hongbin","United States","real estate","52","1.5","1250","2015",
"Sun Hongbin","United States","real estate","51","1.05","1540","2014",
"Sun Xishuang","China","real estate","61","2","1000","2015",
"Surendra Hiranandani","India","real estate","60","1.1","1638","2015",
"Ted Lerner","United States","real estate","89","4.8","330","2015",
"Ted Lerner","United States","real estate","88","4.2","354","2014",
"Sheldon Solow","United States","real estate","86","3.6","481","2015",
"Sheldon Solow","United States","real estate","85","3.6","430","2014",
"Sanford Diller","United States","real estate","87","1.3","1415","2015",
"Samuel Tak Lee","Hong Kong","real estate","74","3","551","2014",
"Samuel Tak Lee","Hong Kong","real estate","75","2.9","628","2015",
"Vivien Chen","Hong Kong","real estate","56","5.2","291","2015",
"Walter Kwok","Hong Kong","real estate","64","7","193","2015",
"Walter Kwok","Hong Kong","real estate","63","5","281","2014",
"Wang Jianlin","China","real estate","60","24.2","29","2015",
"Wang Jianlin","China","real estate","59","15.1","64","2014",
"Wang Wenxue","China","real estate","47","3.2","557","2015",
"Wang Wenxue","China","real estate","46","2","869","2014",
"Wei Shaojun","China","real estate","52","1.5","1312","2015",
"Wei Shaojun","China","real estate","51","1.25","1356","2014",
"Thian Poh Chua","Singapore","real estate","66","1.1","1712","2015",
"Thomas & Raymond Kwok","Hong Kong","real estate","","15.9","58","2015",
"Thomas & Raymond Kwok & family","Hong Kong","real estate","0","12.6","86","2014",
"Thomas Lau","Hong Kong","real estate","61","1.4","1324","2015",
"Tong Jinquan","China","real estate","59","2.7","642","2014",
"Tong Jinquan","China","real estate","60","4.7","341","2015",
"Thongma Vijitpongpun","Thailand","real estate","56","1.7","1118","2015",
"Thongma Vijitpongpun","Thailand","real estate","55","1.15","1442","2014",
"Vikas Oberoi","India","real estate","44","1.3","1500","2015",
"Vincent Lo","Hong Kong","real estate","65","2.1","828","2014",
"Vincent Lo","Hong Kong","real estate","66","1.7","1118","2015",
"Yoshiko Mori","Japan","real estate","74","2.5","737","2015",
"Zhang Guiping","China","real estate","63","1.4","1324","2015",
"Zhang Guiping & family","China","real estate","62","1.1","1465","2014",
"Zarakh Iliev","Russia","real estate","48","4.3","381","2015",
"Zarakh Iliev","Russia","real estate","47","3.6","430","2014",
"Zhang Li","China","real estate","62","1.8","1054","2015",
"Zhang Li","China","real estate","61","2.1","828","2014",
"Zhang Xin","China","real estate","49","3.4","512","2015",
"Zhang Xin & family","China","real estate","48","3.7","408","2014",
"Zhong Sheng Jian","Singapore","real estate","56","1.2","1372","2014",
"Zhong Sheng Jian","Singapore","real estate","57","1.1","1638","2015",
"Wu Yajun","China","real estate","51","3.4","512","2015",
"Wu Yajun & family","China","real estate","50","3.7","408","2014",
"Xiong Xuqiang","Hong Kong","real estate","58","1.5","1250","2015",
"Xiong Xuqiang & family","Hong Kong","real estate","57","1.4","1210","2014",
"Xiu Li Hawken","United Kingdom","real estate","51","1.2","1372","2014",
"Yang Keng","China","real estate","53","1","1565","2014",
"Yang Keng","China","real estate","54","1.1","1638","2015",
"Yan Zhi","China","real estate","42","1.2","1605","2015",
"Yan Zhi","China","real estate","41","1.1","1465","2014",
"Yang Huiyan","China","real estate","33","5","309","2015",
"Yang Huiyan","China","real estate","32","6.9","196","2014",
"Yitzhak Tshuva","Israel","real estate","66","3.6","481","2015",
"Yitzhak Tshuva","Israel","real estate","65","3.1","520","2014",
"Yu Peidi","Hong Kong","real estate","55","1.1","1712","2015",
"Danny Tan Chee Sing","Malaysia","real estate","58","1.15","1442","2014",
"Danny Tan Chee Sing","Malaysia","real estate","59","1.3","1500","2015",
"David Walentas","United States","real estate","76","1.8","1054","2015",
"David Walentas","United States","real estate","75","1.4","1210","2014",
"Eddie & Sol Zakay","United Kingdom","real estate","64","3.1","577","2015",
"Eddie & Sol Zakay","United Kingdom","real estate","63","3.1","520","2014",
"Donald Bren","United States","real estate","81","14.4","69","2014",
"Donald Bren","United States","real estate","82","15.2","64","2015",
"Donald Sterling","United States","real estate","79","2.9","628","2015",
"Donald Sterling","United States","real estate","78","1.9","931","2014",
"Enrique Banuelos","Spain","real estate","48","1","1565","2014",
"Edward Roski, Jr.","United States","real estate","76","4","418","2015",
"Edward Roski, Jr.","United States","real estate","75","3.4","466","2014",
"Edwin Leong","Hong Kong","real estate","63","2.9","628","2015",
"Edwin Leong","Hong Kong","real estate","62","2.4","731","2014",
"Elie Horn","Brazil","real estate","70","1.3","1284","2014",
"Fong Yun Wah","Hong Kong","real estate","90","2.3","810","2015",
"Francis Choi","Hong Kong","real estate","68","3.7","462","2015",
"Francis Choi","Hong Kong","real estate","66","3.3","483","2014",
"Gerald Cavendish Grosvenor","United Kingdom","real estate","63","12.6","91","2015",
"Gerald Cavendish Grosvenor & family","United Kingdom","real estate","62","13","81","2014",
"Geng Jianming","China","real estate","52","1.5","1250","2015",
"Henry Fong Yun Wah","Hong Kong","real estate","89","2.4","731","2014",
"God Nisanov","Russia","real estate","41","3.6","430","2014",
"God Nisanov","Russia","real estate","42","4.3","381","2015",
"Guo Wengui","China","real estate","","1.1","1638","2015",
"Gordon Wu","Hong Kong","real estate","80","1.3","1500","2015",
"Gordon Wu","Hong Kong","real estate","79","1.1","1465","2014",
"Chan Laiwa","China","real estate","74","6.1","240","2015",
"Chan Laiwa & family","China","real estate","73","6","234","2014",
"Chanchai Ruayrungruang","China","real estate","61","2","949","2015",
"Chandru Raheja","India","real estate","74","2.2","847","2015",
"Chandru Raheja","India","real estate","73","1.9","931","2014",
"Chao Teng-Hsiung","Taiwan","real estate","71","1.5","1312","2015",
"Chao Teng-Hsiung","Taiwan","real estate","70","1.8","988","2014",
"Charles Cadogan","United Kingdom","real estate","77","7.2","185","2015",
"Charles Cadogan & family","United Kingdom","real estate","76","6.9","196","2014",
"Ciputra","Indonesia","real estate","83","1.8","1054","2015",
"Ciputra & family","Indonesia","real estate","82","1.3","1284","2014",
"Christos Lazari","United Kingdom","real estate","68","2.1","894","2015",
"Chu Mang Yee","China","real estate","55","1.1","1638","2015",
"Chu Mang Yee & family","China","real estate","54","1.3","1284","2014",
"Chen Yung-Tai","Taiwan","real estate","79","1.5","1312","2015",
"Chen Yung-Tai","Taiwan","real estate","78","1.5","1154","2014",
"Chen Jinsong","Hong Kong","real estate","51","1.3","1415","2015",
"Boris Mints","Russia","real estate","55","1","1565","2014",
"Boris Mints","Russia","real estate","56","1.6","1190","2015",
"Cai Kui","China","real estate","52","2.1","894","2015",
"Cai Kui","China","real estate","51","2.3","764","2014",
"Carlo Fidani","Canada","real estate","59","2","869","2014",
"Carlo Fidani","Canada","real estate","60","1.9","1006","2015",
"Alexander Spanos","United States","real estate","91","1.3","1500","2015",
"Alexander Spanos & family","United States","real estate","90","1.1","1465","2014",
"Alexandra Schorghuber","Germany","real estate","56","2.4","782","2015",
"Alexandra Schorghuber","Germany","real estate","55","2.8","609","2014",
"Alexei Semin","Russia","real estate","46","1.15","1442","2014",
"Alfred Taubman","United States","real estate","90","2.8","609","2014",
"Alfred Taubman","United States","real estate","91","3.1","577","2015",
"Alain Taravella","France","real estate","67","1.3","1415","2015",
"Alain Taravella","France","real estate","66","1.3","1284","2014",
"Akira Mori","Japan","real estate","78","3.7","462","2015",
"Akira Mori & family","Japan","real estate","77","4.2","354","2014",
"Andrew Gotianun","Philippines","real estate","86","1","1565","2014",
"Anas Sefrioui","Morocco","real estate","56","1.25","1356","2014",
"Asok Kumar Hiranandani","Singapore","real estate","60","1.4","1386","2015",
"Asok Kumar Hiranandani","Singapore","real estate","59","1.2","1372","2014",
"Aras Agalarov","Russia","real estate","58","1.8","988","2014",
"Aras Agalarov","Russia","real estate","59","1.9","1006","2015",
"Mitchell Goldhar","Canada","real estate","53","2.2","847","2015",
"Mitchell Goldhar","Canada","real estate","52","1.85","973","2014",
"Mofatraj Munot","India","real estate","69","1.2","1372","2014",
"Mofatraj Munot","India","real estate","70","1.5","1250","2015",
"Miao Shouliang","China","real estate","59","1.15","1442","2014",
"Ni Zhaoxing","China","real estate","58","1.3","1284","2014",
"Ni Zhaoxing","China","real estate","59","1.3","1415","2015",
"Niranjan Hiranandani","India","real estate","64","1.1","1638","2015",
"Nadhmi Auchi","United Kingdom","real estate","76","2.2","796","2014",
"Neil Bluhm","United States","real estate","77","3","603","2015",
"Neil Bluhm","United States","real estate","76","2.5","687","2014",
"Ou Zonghong","China","real estate","45","1.1","1638","2015",
"P.N.C. Menon","Oman","real estate","65","1.1","1465","2014",
"P.N.C. Menon","Oman","real estate","66","1","1741","2015",
"Pan Sutong","Hong Kong","real estate","52","8.6","153","2015",
"Or Wai Sheun","Hong Kong","real estate","62","2","869","2014",
"Or Wai Sheun","Hong Kong","real estate","63","2","949","2015",
"Leon Charney","United States","real estate","73","1","1741","2015",
"Leon Charney","United States","real estate","72","1","1565","2014",
"Lee Shau Kee","Hong Kong","real estate","87","24.8","27","2015",
"Leonard Stern","United States","real estate","76","5.3","283","2015",
"Leonard Stern","United States","real estate","75","4.2","354","2014",
"Leng Beng Kwek","Singapore","real estate","74","2.6","714","2015",
"Li Sze Lim","Hong Kong","real estate","57","2","869","2014",
"Li Sze Lim","Hong Kong","real estate","58","1.8","1105","2015",
"Lin Rong San","Taiwan","real estate","74","4.2","354","2014",
"Lin Rong San","Taiwan","real estate","75","4.2","393","2015",
"Lin Yu-lin","Taiwan","real estate","79","5.7","259","2015",
"Lin Yu-lin","Taiwan","real estate","78","3.4","466","2014",
"Liu Shaoxi","China","real estate","51","1.2","1605","2015",
"Lou Zhongfu","China","real estate","61","1.1","1638","2015",
"Mangal Prabhat Lodha","India","real estate","59","3.4","512","2015",
"Mangal Prabhat Lodha","India","real estate","58","1.6","1092","2014",
"Manuel Jove","Spain","real estate","72","2.4","731","2014",
"Manuel Jove","Spain","real estate","73","2","949","2015",
"Manuel Villar","Philippines","real estate","65","1.6","1190","2015",
"Marcel Adams","Canada","real estate","93","1.1","1465","2014",
"Maurice Alter","Australia","real estate","89","1.2","1533","2015",
"Huang Shih Tsai","Hong Kong","real estate","63","2.8","663","2015",
"Huang Shih Tsai","Hong Kong","real estate","62","1.5","1154","2014",
"Huang Wei","China","real estate","54","1.7","1046","2014",
"Huang Wei","China","real estate","55","3.7","462","2015",
"Huang Wen Tsai","China","real estate","60","1.2","1372","2014",
"Huang Wen Tsai","China","real estate","61","1.3","1415","2015",
"Huang Qisen","China","real estate","50","1.6","1226","2015",
"Huang Rulun","China","real estate","63","3.1","577","2015",
"Huang Rulun","China","real estate","62","2.8","609","2014",
"Ian & Richard Livingstone","United Kingdom","real estate","0","3.6","430","2014",
"Ian & Richard Livingstone","United Kingdom","real estate","","4.4","369","2015",
"Hui Wing Mau","Hong Kong","real estate","63","5.7","244","2014",
"Hui Wing Mau","Hong Kong","real estate","64","5.4","277","2015",
"Hui Ka Yan","China","real estate","56","6.2","230","2015",
"Hui Ka Yan","China","real estate","55","5.7","244","2014",
"Huang Chulong","China","real estate","","1.2","1605","2015",
"Huang Hongyun","China","real estate","48","1.7","1118","2015",
"Herbert Simon","United States","real estate","80","2.9","628","2015",
"Herbert Simon","United States","real estate","79","2.05","868","2014",
"Igor Olenicoff","United States","real estate","72","3.6","481","2015",
"Igor Olenicoff","United States","real estate","71","2.9","580","2014",
"Jay Paul","United States","real estate","67","1.5","1250","2015",
"Jeff Sutton","United States","real estate","54","2.7","642","2014",
"Jeff Sutton","United States","real estate","55","3.2","557","2015",
"Jiang Zhaobai","China","real estate","51","1.7","1118","2015",
"Jiang Zhaobai","China","real estate","50","1.3","1284","2014",
"Jerry Speyer","United States","real estate","73","3.6","430","2014",
"Jerry Speyer","United States","real estate","74","4","418","2015",
"Jitendra Virwani","India","real estate","49","1.6","1190","2015",
"Jitendra Virwani","India","real estate","48","1","1565","2014",
"Joseph Lau","Hong Kong","real estate","63","10.9","114","2015",
"Joseph Lau","Hong Kong","real estate","62","8.4","158","2014",
"K. Rai Sahi","Canada","real estate","68","1.1","1712","2015",
"K. Rai Sahi","Canada","real estate","67","1.05","1540","2014",
"John Van Lieshout","Australia","real estate","68","1","1565","2014",
"John Whittaker","United Kingdom","real estate","72","2.3","764","2014",
"John Whittaker","United Kingdom","real estate","72","2.9","628","2015",
"John Arrillaga","United States","real estate","77","2.3","810","2015",
"John Arrillaga","United States","real estate","76","1.9","931","2014",
"John A. Sobrato","United States","real estate","75","4.7","341","2015",
"John A. Sobrato & family","United States","real estate","74","4.5","328","2014",
"Kushal Pal Singh","India","real estate","83","3.4","512","2015",
"Kushal Pal Singh","India","real estate","82","3","551","2014",
"Kwee brothers","Singapore","real estate","69","5.2","270","2014",
"Kwee brothers","Singapore","real estate","70","4.9","318","2015",
"Law Kar Po","Hong Kong","real estate","67","2.8","663","2015",
"King Pak Fu","Hong Kong","real estate","45","1.9","1006","2015",
"Keeree Kanjanapas","Thailand","real estate","64","1.35","1270","2014",
"Kei Hoi Pang","China","real estate","49","1.4","1386","2015",
"Katsumi Tada","Japan","real estate","69","1.5","1250","2015",
"Katsumi Tada","Japan","real estate","68","1.7","1046","2014",
"Miao Shouliang","China","real estate, diversified","60","1.3","1415","2015",
"Suat Gunsel","Cyprus","real estate, education","61","1.2","1372","2014",
"Suat Gunsel","Cyprus","real estate, education","62","1.1","1638","2015",
"Richard Chang","Taiwan","real estate, electronics","68","1.3","1500","2015",
"Richard Chang","Taiwan","real estate, electronics","67","1","1565","2014",
"Richard Rainwater","United States","real estate, energy, insurance","69","2.6","663","2014",
"Richard Rainwater","United States","real estate, energy, insurance","70","2.8","663","2015",
"Samih Sawiris","Egypt","real estate, hotels","58","1.1","1712","2015",
"Samih Sawiris","Egypt","real estate, hotels","57","1.3","1284","2014",
"Wee Meng Koh","Singapore","real estate, hotels","51","1.3","1500","2015",
"Koh Wee Meng","Singapore","real estate, hotels","50","1.2","1372","2014",
"Jeff Greene","United States","real estate, investments","59","2.5","687","2014",
"Jeff Greene","United States","real estate, investments","60","3","603","2015",
"George Argyros","United States","real estate, investments","78","2","949","2015",
"George Argyros","United States","real estate, investments","77","2.4","731","2014",
"Fredrik Lundberg","Sweden","real estate, investments","63","3.7","462","2015",
"Fredrik Lundberg","Sweden","real estate, investments","62","3.4","466","2014",
"Bahaa Hariri","Lebanon","real estate, investments, logistics","47","2.2","796","2014",
"Bahaa Hariri","Lebanon","real estate, investments, logistics","48","2.3","810","2015",
"Mortimer Zuckerman","United States","real estate, media","77","2.6","714","2015",
"Mortimer Zuckerman","United States","real estate, media","76","2.4","731","2014",
"Billy Joe (Red) McCombs","United States","real estate, oil, cars","87","1.8","1054","2015",
"Billy Joe (Red) McCombs","United States","real estate, oil, cars","86","1.4","1210","2014",
"Ty Warner","United States","real estate, plush toys","69","2.6","663","2014",
"Ty Warner","United States","real estate, plush toys","70","2.4","782","2015",
"Sam Zell","United States","real estate, private equity","72","4.3","345","2014",
"Sam Zell","United States","real estate, private equity","73","4.9","318","2015",
"Albert Yeung","Hong Kong","real estate, retail","70","1.1","1465","2014",
"Albert Yeung","Hong Kong","real estate, retail","71","1.3","1415","2015",
"Dariusz Milek","Poland","real estate, retail","46","1","1565","2014",
"Dariusz Milek","Poland","real estate, retail","47","1.1","1712","2015",
"Majid Al Futtaim","United Arab Emirates","real estate, retail","","6.2","230","2015",
"Majid Al Futtaim","United Arab Emirates","real estate, retail","0","4.5","328","2014",
"Eyal Ofer","Israel","real estate, shipping","63","7","191","2014",
"Eyal Ofer","Israel","real estate, shipping","64","8.5","156","2015",
"Georg von Opel","Germany","real estate/investments","48","2","949","2015",
"Georg von Opel","Germany","real estate/investments","47","2","869","2014",
"Clive Calder","United Kingdom","record label","67","2.5","687","2014",
"Clive Calder","United Kingdom","record label","68","2.5","737","2015",
"Dietrich Mateschitz","Austria","Red Bull","70","10.8","116","2015",
"Dietrich Mateschitz","Austria","Red Bull","69","9.2","136","2014",
"Paul Fireman","United States","Reebok","71","1","1741","2015",
"Radik Shaimiev","Russia","refinery, chemical","49","1.1","1465","2014",
"Radik Shaimiev","Russia","refinery, chemical","50","1.1","1638","2015",
"Rustem Sulteev","Russia","refinery, chemicals","61","1.1","1638","2015",
"Rustem Sulteev","Russia","refinery, chemicals","60","1.1","1465","2014",
"Albert Shigaboutdinov","Russia","refinery, chemicals","60","1.1","1712","2015",
"Albert Shigaboutdinov","Russia","refinery, chemicals","59","1.1","1465","2014",
"Airat Shaimiev","Russia","refinery, chemicals","52","1.2","1605","2015",
"Airat Shaimiev","Russia","refinery, chemicals","52","1.1","1465","2014",
"Odd Reitan","Norway","Reitan Group","62","3.8","396","2014",
"Li Hejun","China","renewable energy","46","10.3","117","2014",
"Andrew & Peggy Cherng","United States","restaurants","","3","603","2015",
"Andrew & Peggy Cherng","United States","restaurants","0","2.7","642","2014",
"Ronald Joyce","Canada","restaurants","83","1.2","1372","2014",
"Ronald Joyce","Canada","restaurants","84","1.2","1533","2015",
"Tilman Fertitta","United States","restaurants, casinos","57","2.5","737","2015",
"Tilman Fertitta","United States","restaurants, casinos","56","2.4","731","2014",
"Tom Morris","United Kingdom","retail","60","1.7","1118","2015",
"V.G. Siddhartha","India","retail","55","1.2","1605","2015",
"Wong Kwong Yu","China","retail","45","1.5","1312","2015",
"Wong Kwong Yu & family","China","retail","44","1.55","1143","2014",
"Zhou Chengjian","China","retail","48","1.6","1092","2014",
"Zhang Jindong","China","retail","50","3.7","408","2014",
"Ron Sim","Singapore","retail","56","1.2","1372","2014",
"Ron Sim","Singapore","retail","56","1.2","1533","2015",
"Roger Wang","United States","retail","66","3.2","557","2015",
"Roger Wang","United States","retail","65","3.1","520","2014",
"Robert Miller","United Kingdom","retail","81","1.6","1190","2015",
"Robert Miller (Canada)","Canada","retail","68","2.3","764","2014",
"Robert Miller (UK)","United Kingdom","retail","76","1.6","1092","2014",
"Qiu Guanghe & family","China","retail","62","2.7","642","2014",
"Philip & Cristina Green","United Kingdom","retail","62","5.1","301","2015",
"Philip & Cristina Green","United Kingdom","retail","62","5.2","270","2014",
"Sergei Galitsky","Russia","retail","47","8.3","162","2015",
"Sergei Galitsky","Russia","retail","46","10.3","117","2014",
"Shen Guojun","China","retail","52","2.1","894","2015",
"Shen Guojun","China","retail","51","2","869","2014",
"Solomon Lew","Australia","retail","69","1","1741","2015",
"Solomon Lew","Australia","retail","68","1.1","1465","2014",
"Sidney Kimmel","United States","retail","86","1.3","1284","2014",
"Sidney Kimmel","United States","retail","87","1.3","1415","2015",
"Stein Erik Hagen","Norway","retail","58","4.7","341","2015",
"Stein Erik Hagen & family","Norway","retail","57","5","281","2014",
"Tang Yiu","Hong Kong","retail","81","3.1","577","2015",
"Tang Yiu","Hong Kong","retail","80","3","551","2014",
"Takao Yasuda","Japan","retail","65","1.8","1105","2015",
"Takao Yasuda","Japan","retail","64","1.4","1210","2014",
"Tadashi Yanai","Japan","retail","66","20.2","41","2015",
"Tadashi Yanai & family","Japan","retail","65","17.9","45","2014",
"Anders Holch Povlsen","Denmark","retail","41","5.3","267","2014",
"Anders Holch Povlsen","Denmark","retail","42","5.5","271","2015",
"Alexandre Soares dos Santos","Portugal","retail","80","1.8","1054","2015",
"Alexandre Soares dos Santos & family","Portugal","retail","79","2.8","609","2014",
"Amancio Ortega","Spain","retail","77","64","3","2014",
"Alain Bouchard","Canada","retail","66","2.5","737","2015",
"Alain Bouchard","Canada","retail","64","1.75","1036","2014",
"Akio Nitori","Japan","retail","70","1.3","1284","2014",
"Akio Nitori","Japan","retail","71","1.7","1173","2015",
"Abilio dos Santos Diniz","Brazil","retail","77","2.8","609","2014",
"Abilio dos Santos Diniz","Brazil","retail","78","4.4","369","2015",
"Albert Blokker","Belgium","retail","68","1.4","1210","2014",
"Belmiro de Azevedo","Portugal","retail","76","2","949","2015",
"Belmiro de Azevedo","Portugal","retail","76","2.5","687","2014",
"Bernd Freier","Germany","retail","57","2.5","687","2014",
"Bernd Freier","Germany","retail","58","2.3","810","2015",
"Djoko Susanto","Indonesia","retail","65","1.1","1638","2015",
"Diego Della Valle","Italy","retail","60","1.85","973","2014",
"Ding Shizhong & family","China","retail","43","1","1565","2014",
"Dmitry Troitsky","Russia","retail","49","1","1565","2014",
"Dmitry Korzhev","Russia","retail","50","1","1565","2014",
"Erivan Haub","Germany","retail","82","3.1","577","2015",
"Erivan Haub & family","Germany","retail","81","4.9","295","2014",
"Dieter Schwarz","Germany","retail","75","19.4","46","2015",
"Dieter Schwarz","Germany","retail","74","21.1","29","2014",
"David Green","United States","retail","73","6","246","2015",
"David Green","United States","retail","72","5","281","2014",
"David Sainsbury","United Kingdom","retail","73","1.3","1284","2014",
"David Sainsbury","United Kingdom","retail","74","1.1","1638","2015",
"Galen Weston","Canada","retail","74","9.6","131","2015",
"Galen Weston & family","Canada","retail","73","8.5","153","2014",
"Friedrich Knapp","Germany","retail","63","1.9","1006","2015",
"Francois Pinault","France","retail","78","14.9","65","2015",
"Francois Pinault & family","France","retail","77","15.5","58","2014",
"Els Blokker","Netherlands","retail","66","1.4","1210","2014",
"Gerry Harvey","Australia","retail","75","1.3","1415","2015",
"Gerry Harvey","Australia","retail","74","1.2","1372","2014",
"Giuseppe De'Longhi","Italy","retail","74","2.2","796","2014",
"Heidi Horten","Austria","retail","73","3.2","506","2014",
"Heidi Horten","Austria","retail","74","2.7","690","2015",
"Leslie Wexner","United States","retail","77","7.7","172","2015",
"Leslie Wexner","United States","retail","76","5.7","244","2014",
"Lin Ming-Hsiung","Taiwan","retail","65","1.3","1500","2015",
"Lin Ming-Hsiung","Taiwan","retail","64","1","1565","2014",
"Lin Tianfu","Hong Kong","retail","52","1.9","1044","2015",
"M.A. Yusuff Ali","India","retail","59","2.5","737","2015",
"M.A. Yusuff Ali","India","retail","58","1.8","988","2014",
"Masahiro Miki","Japan","retail","59","3.3","534","2015",
"Masahiro Miki","Japan","retail","58","2.8","609","2014",
"Masatoshi Ito","Japan","retail","90","3.4","512","2015",
"Masatoshi Ito","Japan","retail","89","3.5","446","2014",
"Mary & Douglas Perkins","United Kingdom","retail","","2.5","737","2015",
"Mary & Douglas Perkins","United Kingdom","retail","0","2.1","828","2014",
"Maria Luisa Solari Falabella","Chile","retail","74","2.4","782","2015",
"Maria Luisa Solari Falabella & family","Chile","retail","73","2.6","663","2014",
"Nevaldo Rocha","Brazil","retail","85","1.4","1324","2015",
"Nevaldo Rocha & family","Brazil","retail","84","1.95","925","2014",
"Michael & Rainer Schmidt-Ruthenbeck","Germany","retail","","2.9","628","2015",
"Michael & Rainer Schmidt-Ruthenbeck","Germany","retail","0","2.8","609","2014",
"Michael Klein","Brazil","retail","63","1.9","931","2014",
"Michael Klein","Brazil","retail","64","1.3","1415","2015",
"Michael Kors","United States","retail","54","1","1565","2014",
"Michael Krasny","United States","retail","60","1.2","1372","2014",
"Michael Krasny","United States","retail","61","1.3","1415","2015",
"Michel Chalhoub","France","retail","83","2.2","847","2015",
"Michel Chalhoub & family","France","retail","82","1.4","1210","2014",
"Michael Ying","Hong Kong","retail","65","2.8","663","2015",
"Michael Ying","Hong Kong","retail","64","2.9","580","2014",
"Micky Jagtiani","India","retail","63","5.2","291","2015",
"Micky Jagtiani","India","retail","62","5","281","2014",
"Jimmy Haslam","United States","retail","61","2.8","663","2015",
"Jimmy Haslam","United States","retail","60","1.5","1154","2014",
"Jeronimo Arango","Mexico","retail","89","4.3","381","2015",
"Jeronimo Arango & family","Mexico","retail","88","4.2","354","2014",
"Isidoro Alvarez","Spain","retail","79","1.45","1203","2014",
"Jacques D'Amours","Canada","retail","58","1.3","1415","2015",
"Horst Paulmann","Chile","retail","80","4.4","369","2015",
"Horst Paulmann & family","Chile","retail","79","4.7","319","2014",
"Huang Shaowu","China","retail","43","1.6","1092","2014",
"Karl Wlaschek","Austria","retail","97","4.2","393","2015",
"Karl Wlaschek","Austria","retail","96","4.8","305","2014",
"Karl-Heinz Kipp","Germany","retail","91","5","309","2015",
"Karl-Heinz Kipp","Germany","retail","90","5.2","270","2014",
"Karl Albrecht","Germany","retail","94","25","23","2014",
"Lawrence Stroll","Canada","retail","55","2.4","782","2015",
"Lawrence Stroll","Canada","retail","54","2.4","731","2014",
"Lars Larsen","Denmark","retail","66","3.9","435","2015",
"Lars Larsen","Denmark","retail","65","4","375","2014",
"John Menard, Jr.","United States","retail","74","7.5","177","2014",
"John Menard, Jr.","United States","retail","75","9","142","2015",
"John Morris","United States","retail","65","4","375","2014",
